Cruise,Station,Latitude [degrees_north],Longitude [degrees_east],Date,Pressure,Depth [m],Bot. Depth [m],Temperature [degrees_C],Conductivity [mS/cm],Type
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.7964592908489578,1.83187828222734,41.6757171792824,23.164567947387695,10.9775947265625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6260812237004565,1.65814104110693,41.6757171792824,23.174648284912109,10.9809716796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6080566671786247,1.63976111242872,41.6757171792824,23.17289924621582,11.014982421875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6303010086670469,1.66244402335393,41.6757171792824,23.179492950439453,11.0184423828125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6559900217863302,1.68863952105587,41.6757171792824,23.186576843261719,11.023552734375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.7185032612850062,1.7523852715845,41.6757171792824,23.177265167236328,11.013453125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.7836658080346588,1.81883256310587,41.6757171792824,23.171670913696289,11.0282080078125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.8467073831046239,1.88311706586991,41.6757171792824,23.157829284667969,11.025083984375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.9788672340469429,2.01788258043341,41.6757171792824,23.161809921264648,11.0281318359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.9987254823957166,2.03813235400663,41.6757171792824,23.163314819335938,11.0246123046875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.9958023586741795,2.0351515979778,41.6757171792824,23.161252975463867,10.996443359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.9600299231240275,1.99867387308834,41.6757171792824,23.163774490356445,10.97871875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.8945877259161605,1.93194141752032,41.6757171792824,23.159772872924805,11.088744140625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.8185463923557546,1.85440085302744,41.6757171792824,23.158273696899414,11.1039443359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.7313794942201533,1.7655153723282,41.6757171792824,23.161027908325195,11.0529775390625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.5747734378748746,1.60582167097602,41.6757171792824,23.164688110351562,11.0614716796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.5760893964897615,1.60716357503095,41.6757171792824,23.16935920715332,11.061431640625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.5962156273214472,1.62768661462972,41.6757171792824,23.173685073852539,11.0681865234375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6372711947009826,1.66955163357571,41.6757171792824,23.175392150878906,11.082603515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.6918355587724125,1.72519178864917,41.6757171792824,23.17323112487793,11.0854208984375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.7705107169112253,1.80541810620585,41.6757171792824,23.166526794433594,11.085345703125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,1.861103942982167,1.897797468322,41.6757171792824,23.157857894897461,11.0941484375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.0020235164041846,2.04149541205361,41.6757171792824,23.160507202148438,11.09248828125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.1797568257881146,2.22273291136535,41.6757171792824,23.163402557373047,11.09077734375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.3982663879186266,2.44555060802283,41.6757171792824,23.161834716796875,11.1053779296875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.603781183813787,2.65511733363386,41.6757171792824,23.161567687988281,11.1151787109375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.8111346637909804,2.86655899482228,41.6757171792824,23.16057014465332,11.1193369140625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,2.989080642547469,3.04801335649594,41.6757171792824,23.1590576171875,11.0910810546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.0912838997463403,3.15223165311374,41.6757171792824,23.161905288696289,11.0849365234375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.1603851214227507,3.22269527447672,41.6757171792824,23.161096572875977,11.103435546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.2533148495688877,3.31745720514299,41.6757171792824,23.160987854003906,11.10953515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.3539187949391476,3.42004465790017,41.6757171792824,23.163337707519531,11.1109384765625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.4598165864397767,3.52803033025802,41.6757171792824,23.163930892944336,11.11993359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.5635905452377692,3.63385029642768,41.6757171792824,23.161754608154297,11.12825,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.6967472097242382,3.76963227771116,41.6757171792824,23.160530090332031,11.12765234375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,3.8502829406779941,3.9261951191364,41.6757171792824,23.155124664306641,11.1331455078125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,4.0138694452523538,4.09300689523495,41.6757171792824,23.154075622558594,11.1381142578125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,4.181945848508354,4.26439709285755,41.6757171792824,23.148845672607422,11.1333837890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,4.3643063856754871,4.45035305037547,41.6757171792824,23.1379451751709,11.1354306640625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,4.57311898735678,4.66328260131151,41.6757171792824,23.132808685302734,11.134419921875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,4.7901255587646379,4.88456767428124,41.6757171792824,23.129533767700195,11.14158203125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.0031438641812827,5.10178584860748,41.6757171792824,23.128171920776367,11.152541015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.2222370749934353,5.32519870116401,41.6757171792824,23.116159439086914,11.16041796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.4336379487694551,5.54076755456739,41.6757171792824,23.127643585205078,11.14894921875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.5979349407095391,5.70830382600057,41.6757171792824,23.113882064819336,11.1469814453125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.7357655630207152,5.84885191686123,41.6757171792824,23.108558654785156,11.1503916015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,5.8762359558397037,5.99209182394504,41.6757171792824,23.106962203979492,11.136693359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.0010908854018563,6.11940839329844,41.6757171792824,23.06926155090332,11.0397294921875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.1312329853741669,6.2521163749138,41.6757171792824,22.69578742980957,10.923380859375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.271688119404093,6.39534072236626,41.6757171792824,22.201398849487305,10.85444140625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.4147811165931987,6.54125494108795,41.6757171792824,21.899486541748047,10.80837890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.5536359851201951,6.68284747220283,41.6757171792824,21.683628082275391,10.7873857421875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.6858723538913321,6.81769101322065,41.6757171792824,21.530275344848633,10.77334765625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.7953597755189161,6.92933708885305,41.6757171792824,21.411457061767578,10.7580625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.90087418994435,7.03693182547329,41.6757171792824,21.292633056640625,10.75797265625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,6.992369591918612,7.13023115079288,41.6757171792824,21.204944610595703,10.7529697265625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.0952346990930693,7.23512434642039,41.6757171792824,21.121078491210938,10.7378896484375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.1914870285575674,7.33327438681261,41.6757171792824,21.042152404785156,10.7300546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.3377157068990169,7.48238610977624,41.6757171792824,20.932010650634766,10.72035546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.519104449937732,7.66735111327271,41.6757171792824,20.834140777587891,10.707650390625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.7237533095535955,7.87603482980475,41.6757171792824,20.7263126373291,10.693087890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,7.9521887139692637,8.10897406665388,41.6757171792824,20.604013442993164,10.6799814453125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,8.1951485782238009,8.35672412759206,41.6757171792824,20.511486053466797,10.689806640625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,8.4359779340554848,8.60230167500332,41.6757171792824,20.452320098876953,10.7072705078125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,8.6704481895453718,8.84139474605045,41.6757171792824,20.423458099365234,10.7217802734375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,8.8752992281163134,9.05028462769786,41.6757171792824,20.473501205444336,10.725234375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.0457798443239756,9.22412643973467,41.6757171792824,20.462440490722656,10.7214541015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.1758113180755814,9.35672161402276,41.6757171792824,20.437713623046875,10.707916015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.274390612872109,9.4572444981955,41.6757171792824,20.3426513671875,10.696541015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.3465359629664881,9.53081226601234,41.6757171792824,20.180057525634766,10.6971748046875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.3922473683587189,9.57742491747328,41.6757171792824,20.118007659912109,10.69295703125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.4413977233359123,9.6275443208492,41.6757171792824,20.071998596191406,10.6939462890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.49318975616955,9.68035748540219,41.6757171792824,20.025094985961914,10.69341796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.59096414984303,9.78005959902134,41.6757171792824,19.965230941772461,10.6791015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.7175433225692451,9.90913440671702,41.6757171792824,19.845329284667969,10.6504287109375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,9.876888837458548,10.0716215777779,41.6757171792824,19.725669860839844,10.6305244140625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,10.069788429496287,10.2683243781722,41.6757171792824,19.611480712890625,10.61258984375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,10.2671741055184,10.4696017101828,41.6757171792824,19.515890121459961,10.5985322265625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,10.471945035446764,10.6784099037656,41.6757171792824,19.388174057006836,10.581978515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,10.680936927899541,10.89152228037,41.6757171792824,19.259490966796875,10.567958984375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,10.87353706620193,11.0879197229992,41.6757171792824,19.151519775390625,10.5738466796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.055297742224044,11.2732639925097,41.6757171792824,19.124149322509766,10.584158203125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.219613807650454,11.4408197134821,41.6757171792824,19.1500244140625,10.5754267578125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.374679232207724,11.5989424079499,41.6757171792824,19.131542205810547,10.5496396484375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.518909009181988,11.746015819207,41.6757171792824,18.965831756591797,10.537783203125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.635663429100585,11.8650721692687,41.6757171792824,18.855983734130859,10.536982421875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.752675341084613,11.9843910881094,41.6757171792824,18.811393737792969,10.5300703125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.855420285295203,12.0891617516401,41.6757171792824,18.777847290039062,10.5257275390625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,11.966088355726496,12.202011753748,41.6757171792824,18.721702575683594,10.5253466796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.073586412730057,12.3116292424434,41.6757171792824,18.700782775878906,10.515228515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.20723040479221,12.4479081594531,41.6757171792824,18.655128479003906,10.511837890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.364639960819206,12.6084212022867,41.6757171792824,18.592330932617188,10.5009482421875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.543968767334484,12.7912856555513,41.6757171792824,18.52699089050293,10.4843525390625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.736761547848786,12.9878795385262,41.6757171792824,18.444923400878906,10.474728515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,12.9419597238709,13.1971234017867,41.6757171792824,18.370414733886719,10.4696826171875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.1334154529936,13.3923538720648,41.6757171792824,18.325246810913086,10.47112109375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.295026898058682,13.5571516483808,41.6757171792824,18.292884826660156,10.47048828125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.439203269271227,13.7041706009282,41.6757171792824,18.275871276855469,10.46765625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.563571824932012,13.8309912070324,41.6757171792824,18.258518218994141,10.46874609375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.690313122292016,13.9602313358111,41.6757171792824,18.228107452392578,10.4565546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.817052512303388,14.089469519636,41.6757171792824,18.198930740356445,10.45040625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,13.931642091523743,14.2063183470002,41.6757171792824,18.157127380371094,10.435205078125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.061282558805624,14.338514805735,41.6757171792824,18.076416015625,10.4131630859375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.200423529627543,14.4803990799377,41.6757171792824,17.972801208496094,10.39843359375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.351443467734617,14.6343965271445,41.6757171792824,17.854856491088867,10.37477734375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.52384478401552,14.8101969077772,41.6757171792824,17.714191436767578,10.34274609375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.681721640457557,14.9711864643208,41.6757171792824,17.552257537841797,10.314171875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,14.843819459424006,15.136480203886,41.6757171792824,17.34943962097168,10.293564453125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.017531124215651,15.3136167678607,41.6757171792824,17.189376831054688,10.2806962890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.180676077581515,15.4799782871271,41.6757171792824,17.059419631958008,10.258978515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.359129411074331,15.6619500065431,41.6757171792824,16.90556526184082,10.2298828125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.536787380187267,15.843110680175,41.6757171792824,16.721733093261719,10.1949365234375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.694904562557037,16.0043453009124,41.6757171792824,16.512451171875,10.1822587890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,15.869386796196338,16.1822676262701,41.6757171792824,16.36985969543457,10.174025390625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.028818141774117,16.3448423202573,41.6757171792824,16.2968692779541,10.1776796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.189565557908537,16.5087590324483,41.6757171792824,16.248287200927734,10.1808486328125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.362453248090805,16.6850553763302,41.6757171792824,16.208248138427734,10.186287109375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.506301555338503,16.8317397968036,41.6757171792824,16.202884674072266,10.1992119140625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.660705129920188,16.9891875922617,41.6757171792824,16.183271408081055,10.21978125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.795575547153241,17.1267171146409,41.6757171792824,16.194046020507812,10.2390341796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,16.898768718292544,17.2319448423424,41.6757171792824,16.20488166809082,10.2645341796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.012255850003132,17.3476694863418,41.6757171792824,16.230892181396484,10.2844111328125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.103043625634619,17.4402472337576,41.6757171792824,16.245372772216797,10.30519921875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.206759410299313,17.5460078788328,41.6757171792824,16.271442413330078,10.310591796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.305989110979631,17.6471939922917,41.6757171792824,16.277711868286133,10.3105185546875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.423165054946082,17.7666801771694,41.6757171792824,16.276935577392578,10.3180732421875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.576237300182061,17.9227703947925,41.6757171792824,16.266193389892578,10.3211103515625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.765459524055736,18.115723324032,41.6757171792824,16.26708984375,10.33483984375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,17.971834534184296,18.3261672238603,41.6757171792824,16.262847900390625,10.346462890625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,18.203016520631216,18.561907194352,41.6757171792824,16.256258010864258,10.352884765625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,18.439731725461925,18.8032894761611,41.6757171792824,16.245119094848633,10.35640625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,18.660345093134428,19.0282524569907,41.6757171792824,16.242830276489258,10.3575986328125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,18.870662592887008,19.2427165765684,41.6757171792824,16.237422943115234,10.361662109375,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.032422811145452,19.40766605929,41.6757171792824,16.252082824707031,10.36395703125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.17570654319784,19.5537747734035,41.6757171792824,16.256824493408203,10.365625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.293395563946518,19.6737841508853,41.6757171792824,16.278217315673828,10.367041015625,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.387065343362185,19.7693007236719,41.6757171792824,16.275222778320312,10.376298828125,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.476777374364769,19.8607815170777,41.6757171792824,16.284423828125,10.3652216796875,c
Nord3_18,18001,55.0008726,19.9260096,2018-07-26 06:18:56,19.552237696382974,19.9377296148049,41.6757171792824,16.289737701416016,10.3398583984375,c
